count_finding_credential,count_finding_identity,count_finding_financial,count_track_confirmed,count_track_possible,sum_base_severity,max_base_severity,source_diversity,avg_confidence,pdss_score_confirmed,pdss_score_possible,scenario_family,target_delta
2.0,0.0,0.0,2.0,0.0,5.36961463434506,5.0,4.0,0.6142283468142193,52.38621772445516,10.17158578895157,medium_risk_messy,-1.506835740692367
9.0,1.0,2.0,12.0,1.0,8.647050445285506,8.0,2.0,0.7042853199679666,66.8352725262933,1.3850861257171987,high_risk_target,4.945683133191848
7.0,1.0,0.0,8.0,0.0,7.357967581764013,5.0,2.0,0.7757619958777808,57.8425092097815,12.25879164989051,medium_risk_messy,1.1486168816769682
4.0,4.0,1.0,9.0,4.0,13.937585120961023,10.0,3.0,0.70773251932081,66.63190114361186,10.791124409910102,high_risk_target,3.919693223251498
2.0,0.0,0.0,2.0,4.0,0.8218347778072013,0.0,2.0,0.9493291663443231,25.221090840336,12.725827079584962,low_risk_casual,-1.3718940648002813
0.0,0.0,0.0,0.0,3.0,10.593677102732965,0.0,2.0,0.6816142538515595,0.2799485948127989,11.101698986045726,low_risk_casual,-0.560325418257219
6.0,0.0,1.0,7.0,1.0,18.463678060883197,8.0,1.0,0.6498856227645562,50.351364685654254,7.707517660947236,medium_risk_messy,2.8930078718931553
5.0,3.0,1.0,9.0,0.0,11.277292730132586,10.0,4.0,0.8242640377664684,79.26976577715682,12.069753331929096,high_risk_target,7.048125051622925
0.0,0.0,1.0,1.0,4.0,8.797631921134414,8.0,3.0,0.894202242595015,50.8624694498416,4.717151982873742,medium_risk_messy,1.1850538984023662
6.0,2.0,0.0,8.0,3.0,24.472564783622484,5.0,3.0,0.6104786834128259,55.19406856906852,0.4838352778271049,medium_risk_messy,-1.0555537284918786
2.0,1.0,0.0,3.0,4.0,0.255635108336767,0.0,3.0,0.7985844609421199,11.307424942091158,8.737014052303591,low_risk_casual,-0.4571220161683518
0.0,0.0,0.0,0.0,3.0,0.29373513412418734,0.0,2.0,0.6145150490454009,6.756711068054693,5.514397061911045,low_risk_casual,-0.22733960787682084
4.0,1.0,0.0,5.0,1.0,15.388929183321862,8.0,2.0,0.959933338274909,87.19312360033233,0.43646793550979,high_risk_target,3.6146768843397945
3.0,1.0,2.0,6.0,1.0,9.845897891295463,8.0,1.0,0.8434109090785866,49.62523804422223,6.990127441736376,medium_risk_messy,-1.4691831535960984
4.0,2.0,1.0,7.0,2.0,13.52852195130109,8.0,2.0,0.9447947633617089,55.40756184265679,9.203245289768793,medium_risk_messy,-1.620504874028762
1.0,2.0,0.0,3.0,3.0,15.014307818708616,8.0,3.0,0.681952509660285,53.588345981520995,17.556601563040818,medium_risk_messy,-0.5836225378310882
5.0,4.0,0.0,9.0,1.0,9.69233683444527,8.0,4.0,0.9029927539157669,73.23216474752351,5.528833811667921,high_risk_target,1.873618382606686
4.0,1.0,1.0,6.0,2.0,6.018082501337858,5.0,1.0,0.8930540938803331,56.91559022893857,16.407550148979468,medium_risk_messy,2.006996907105729
8.0,3.0,0.0,11.0,0.0,16.656854034257726,8.0,2.0,0.6317626338572118,76.79267050915148,14.629929806807247,high_risk_target,3.744166954803835
0.0,0.0,0.0,0.0,2.0,10.619669529794812,2.0,4.0,0.7256243179970928,27.546239988683258,5.086439623566335,low_risk_casual,-1.731629651644561
4.0,1.0,1.0,6.0,4.0,10.158049861841452,10.0,1.0,0.8704710248301736,79.53442754645022,6.50208030863398,high_risk_target,5.225575725258187
2.0,1.0,1.0,4.0,1.0,15.20175294994058,8.0,1.0,0.8612651162125131,45.37964259435159,18.766096368969652,medium_risk_messy,0.7012601985471184
2.0,1.0,0.0,3.0,3.0,26.818085801761693,8.0,2.0,0.7916280252413405,41.69278162279476,0.36000177890429974,medium_risk_messy,0.978374260295327
7.0,4.0,1.0,12.0,0.0,9.527979752313767,8.0,1.0,0.6049616145109259,81.11057932382387,9.375359309290117,high_risk_target,6.5998838038841
3.0,2.0,0.0,5.0,0.0,6.368962700171594,5.0,1.0,0.7141161353429266,59.67085075050522,8.583651867927138,medium_risk_messy,-3.232621216873176
3.0,2.0,0.0,5.0,1.0,23.597922868541662,8.0,4.0,0.8069785407020165,57.28880458309777,8.608548206419805,medium_risk_messy,-1.3081513662548476
1.0,0.0,0.0,1.0,2.0,11.590927984512069,8.0,4.0,0.6936737787261943,58.443249605143265,15.73500670308874,medium_risk_messy,-3.661265793712914
6.0,0.0,0.0,6.0,2.0,10.993416809161738,8.0,1.0,0.792816423244833,44.17480065019541,3.9219542547678587,medium_risk_messy,-3.0094407480620045
1.0,0.0,0.0,1.0,2.0,7.886060265394972,5.0,4.0,0.8050670903825665,6.572064273055734,5.869776464162433,low_risk_casual,-0.4798880726207948
7.0,1.0,2.0,10.0,4.0,16.680404969388555,8.0,3.0,0.9816132510340162,71.69617058824632,14.427869022125765,high_risk_target,6.621407310699987
2.0,0.0,0.0,2.0,0.0,6.535682783160306,2.0,4.0,0.9004712191233673,13.68709526866626,1.4201532906651093,low_risk_casual,-0.9296530579018021
8.0,1.0,0.0,9.0,1.0,11.817499229464234,8.0,4.0,0.9280050516477424,79.13631277990902,13.897647473519184,high_risk_target,0.09518615313547496
1.0,0.0,0.0,1.0,1.0,7.450154908009761,5.0,3.0,0.7719724309560593,40.29502059517975,13.459332447888649,medium_risk_messy,3.1159376983058484
4.0,1.0,1.0,6.0,3.0,10.3464425212039,8.0,4.0,0.6662513388113062,56.68956099052699,12.914810201912246,medium_risk_messy,-0.3089310377359522
4.0,3.0,0.0,7.0,0.0,8.915767912988999,8.0,2.0,0.7942358798637591,89.64107898466776,0.5507343973893097,high_risk_target,5.861145344188098
2.0,0.0,1.0,3.0,2.0,19.517086346607716,8.0,1.0,0.7481587945101226,41.86302803978743,7.496071355635927,medium_risk_messy,-5.247576471098531
7.0,2.0,2.0,11.0,1.0,13.54075961509798,10.0,3.0,0.7080990768523133,69.06999748054481,19.328347717328146,high_risk_target,2.558659900636174
4.0,1.0,1.0,6.0,2.0,10.513772608450985,8.0,4.0,0.9410231127606214,39.014681568012975,14.217694333646381,medium_risk_messy,3.3288805078964203
4.0,4.0,2.0,10.0,2.0,12.135812868867454,8.0,3.0,0.7546162027292111,85.90642567543635,10.225509244015022,high_risk_target,8.123812849532213
0.0,2.0,0.0,2.0,3.0,5.578537139098822,5.0,4.0,0.6012671394322807,13.303675091457123,12.803966231192476,low_risk_casual,-4.046455532286596
5.0,1.0,1.0,7.0,3.0,11.760009264106492,8.0,2.0,0.6035453140453876,34.03305388224366,19.956417113639564,medium_risk_messy,-1.5888521069373613
2.0,4.0,3.0,9.0,2.0,15.814256099615859,10.0,3.0,0.6264039376560966,78.40812342712375,6.976410679389586,high_risk_target,5.213574386948347
1.0,0.0,0.0,1.0,0.0,5.4719824838569675,2.0,2.0,0.6968924871298268,26.06832756837435,9.565197683904469,low_risk_casual,-2.269537158230238
3.0,5.0,1.0,9.0,0.0,9.207989406883645,8.0,3.0,0.8591269783962113,79.21428126527532,2.4584135693077513,high_risk_target,5.015928565294661
7.0,2.0,2.0,11.0,0.0,14.965287867379612,10.0,3.0,0.708618818964497,64.75872433579134,8.048932748673378,high_risk_target,7.007419047621355
0.0,0.0,0.0,0.0,1.0,11.142277821073932,2.0,1.0,0.7361482985223051,1.4055572558280938,18.80897011472345,low_risk_casual,-2.338898474966735
1.0,2.0,0.0,3.0,0.0,10.80806822329994,5.0,2.0,0.8258516203989053,27.29829431563176,18.60341930876849,low_risk_casual,-1.7008050438528923
1.0,0.0,0.0,1.0,1.0,0.6940157551863336,0.0,4.0,0.8810162006139228,21.39138151902956,5.9610441727888634,low_risk_casual,-1.5933941128618503
0.0,0.0,0.0,0.0,1.0,5.031407422447406,0.0,3.0,0.7479253023948707,28.703994464528584,1.047100403749448,low_risk_casual,-2.569366071345167
0.0,0.0,0.0,0.0,2.0,12.607852696511799,2.0,1.0,0.9184962382251417,12.473925020623504,15.080460698567645,low_risk_casual,-2.1968779723112646
3.0,1.0,0.0,4.0,1.0,5.5911718817835565,5.0,2.0,0.817522291146495,32.560240094529746,1.9973364227235635,medium_risk_messy,-0.8679322841456217
1.0,1.0,0.0,2.0,3.0,14.452312483719815,8.0,1.0,0.9853996963550353,72.40928024755905,10.380645602590974,high_risk_target,2.6383743693823103
1.0,2.0,0.0,3.0,1.0,6.735806079258283,5.0,1.0,0.8956106231151835,41.032009524153295,4.465267710103927,medium_risk_messy,2.228643389337744
1.0,0.0,0.0,1.0,5.0,6.160258797818681,5.0,3.0,0.721166291533277,19.393762249137914,1.3138971790873155,low_risk_casual,-3.486268529535968
1.0,0.0,0.0,1.0,1.0,5.262805576530764,0.0,3.0,0.9851073401012824,28.733694029646117,1.5121008123350155,low_risk_casual,-3.594005607164364
0.0,1.0,0.0,1.0,2.0,8.333316729073271,0.0,4.0,0.9625683855657747,26.8822533538372,3.277620475609644,low_risk_casual,0.2457279074676153
5.0,0.0,0.0,5.0,0.0,7.686208948716412,5.0,2.0,0.811863889578248,48.92765370687491,4.837865882257784,medium_risk_messy,1.0350875516245421
5.0,0.0,0.0,5.0,1.0,6.1734590412451205,5.0,3.0,0.8697395916093875,13.7579383054152,2.7399812610734275,low_risk_casual,-1.9796498585171391
2.0,5.0,0.0,7.0,1.0,5.071458454118242,5.0,4.0,0.9170380465153534,47.806828061363575,18.15797587559239,medium_risk_messy,0.36988456574881845
8.0,8.0,2.0,18.0,2.0,12.799221753900893,10.0,1.0,0.7611057593849008,84.2423784706749,17.89285595155269,high_risk_target,4.985599908419327
1.0,0.0,0.0,1.0,0.0,7.93822151835343,5.0,2.0,0.7428484637202011,22.62794920041068,15.750981717175584,low_risk_casual,-0.7699396124553617
1.0,1.0,0.0,2.0,1.0,9.157165683688937,0.0,1.0,0.6155719853302669,5.7477883720447736,0.7203763658285278,low_risk_casual,-1.5721922635970367
0.0,0.0,0.0,0.0,2.0,5.776340229411082,5.0,3.0,0.9576377210133002,21.574796908337067,18.92913026300811,low_risk_casual,-2.3788273419630994
1.0,0.0,0.0,1.0,1.0,2.014078347864592,0.0,3.0,0.6131238496514434,14.926195564383066,12.720849375599366,low_risk_casual,-4.811509461305912
4.0,2.0,0.0,6.0,0.0,6.712657138037485,5.0,1.0,0.6150284361595629,56.27649250551171,2.557336024448351,medium_risk_messy,-1.862535159432529
4.0,1.0,0.0,5.0,0.0,16.534547855373436,10.0,4.0,0.724033815337102,73.1244577982463,14.634494731284258,high_risk_target,2.832378300026328
1.0,0.0,0.0,1.0,1.0,7.054635430827455,5.0,3.0,0.9226774078778957,21.378639992955385,19.697168055249517,low_risk_casual,1.6266824104910977
4.0,5.0,0.0,9.0,1.0,14.105944885346279,10.0,1.0,0.8055417856827071,78.04661637899471,10.177811111821118,high_risk_target,6.2134461182723655
9.0,5.0,2.0,16.0,3.0,15.62023067728503,8.0,3.0,0.6045671933816295,71.41553129609683,14.073995592581019,high_risk_target,4.633606762559224
6.0,3.0,3.0,12.0,1.0,9.712772202638604,8.0,4.0,0.9265643139860122,86.38023060529585,10.030309229594677,high_risk_target,4.589703542004264
3.0,1.0,0.0,4.0,1.0,18.666411743682296,5.0,1.0,0.8930796202361122,38.628981871310344,8.090547711477393,medium_risk_messy,-0.9408177850628423
